,sp_codes,sp_names,bacdive_code,tax_id,oxygen_fusion,oxygen_gold,merge_oxygen,habitat,temp_range_deduced,temp_def,temp_type_def,continent_def,habMix,oxySimpl,life_domain,clades
4878,bhy,Brachyspira hyodysenteriae WA1,152395.0,565034,Anaerobe,Anaerobe,Anaerobe,Host,mesophilic,39.0,growth,,Symbiont,Anaerobe,Bacteria,Spirochaetes
4879,bhd,Brachyspira hyodysenteriae ATCC 27164,152395.0,1266923,,,,,mesophilic,39.0,growth,,,,Bacteria,Spirochaetes
4880,brm,Brachyspira murdochii,17852.0,526224,Anaerobe,Anaerobe,Anaerobe,Host,mesophilic,37.0,growth,North America,Symbiont,Anaerobe,Bacteria,Spirochaetes
4881,bpo,Brachyspira pilosicoli 95/1000,,759914,Anaerobe,Anaerobe,Anaerobe,Host,,,,,Symbiont,Anaerobe,Bacteria,Spirochaetes
4882,bpj,Brachyspira pilosicoli B2904,,1133568,,Obligate anaerobe,Obligate anaerobe,,,,,,,,Bacteria,Spirochaetes
4883,bpip,Brachyspira pilosicoli P43/6/78,,1042417,,Anaerobe,Anaerobe,,,,,,,Anaerobe,Bacteria,Spirochaetes
4884,bpw,Brachyspira pilosicoli WesB,,1161918,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Spirochaetes
4885,bip,Brachyspira intermedia,137701.0,1045858,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,Europe,,Anaerobe,Bacteria,Spirochaetes
4886,bhp,Brachyspira hampsonii,,1287055,,,,,,,,,,,Bacteria,Spirochaetes
4887,aba,Candidatus Koribacter versatilis,,204669,Aerobe,Aerobe,Aerobe,Fresh water-Soil,,,,,Environment,Aerobe,Bacteria,Acidobacteria
4888,aca,Acidobacterium capsulatum,131.0,240015,Aerobe,Aerobe,Aerobe,Fresh water-Soil,mesophilic,30.0,growth,Asia,Environment,Aerobe,Bacteria,Acidobacteria
4889,acm,Granulicella tundricola,22901.0,1198114,,Aerobe,Aerobe,,psychrophilic,22.5,optimum,Europe,,Aerobe,Bacteria,Acidobacteria
4890,gma,Granulicella mallensis,22899.0,682795,,Aerobe,Aerobe,,mesophilic,25.5,optimum,Europe,,Aerobe,Bacteria,Acidobacteria
4891,tsa,Terriglobus saanensis,135.0,401053,,Aerobe,Aerobe,,psychrophilic,25.0,optimum,Europe,,Aerobe,Bacteria,Acidobacteria
4892,trs,Terriglobus roseus,134.0,926566,,Aerobe,Aerobe,,psychrophilic,25.0,growth,North America,,Aerobe,Bacteria,Acidobacteria
4893,talb,Terriglobus albidus,131450.0,1592106,,,,,,,,Africa,,,Bacteria,Acidobacteria
4894,abas,Acidisarcina polymorpha,,2211140,,,,,,,,,,,Bacteria,Acidobacteria
4895,sus,Candidatus Solibacter usitatus,,234267,Aerobe,Aerobe,Aerobe,Fresh water-Soil,,,,,Environment,Aerobe,Bacteria,Acidobacteria
4896,ctm,Chloracidobacterium thermophilum,,981222,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Acidobacteria
4897,abac,Luteitalea pratensis,140275.0,1855912,,,,,psychrophilic,25.0,optimum,Europe,,,Bacteria,Acidobacteria
4898,emi,Elusimicrobium minutum,,445932,Anaerobe,Anaerobe,Anaerobe,Host,,,,,Symbiont,Anaerobe,Bacteria,Elusimicrobia
4899,epo,Endomicrobium proavitum,,1408281,,,,,,,,,,,Bacteria,Elusimicrobia
4900,eti,Candidatus Endomicrobium trichonymphae,,1408204,,,,,,,,,,,Bacteria,Elusimicrobia
4901,rsd,Uncultured Termite group 1 bacterium phylotype Rs-D17,,471821,,,,,,,,,,,Bacteria,Elusimicrobia
4902,fnu,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,5765.0,190304,Anaerobe,Anaerobe,Anaerobe,Host,mesophilic,37.0,growth,,Symbiont,Anaerobe,Bacteria,Fusobacteria
4903,fnc,Fusobacterium nucleatum subsp. vincentii 3_1_36A2,5775.0,469604,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,,,Anaerobe,Bacteria,Fusobacteria
4904,fnt,Fusobacterium nucleatum subsp. vincentii 3_1_27,5775.0,469602,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,,,Anaerobe,Bacteria,Fusobacteria
4905,fus,Fusobacterium nucleatum subsp. animalis 4_8,5762.0,469607,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,Europe,,Anaerobe,Bacteria,Fusobacteria
4906,fne,Fusobacterium nucleatum subsp. animalis 7_1,5762.0,457405,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,Europe,,Anaerobe,Bacteria,Fusobacteria
4907,fhw,Fusobacterium hwasookii,,1307442,,,,,,,,,,,Bacteria,Fusobacteria
4908,fpd,Fusobacterium periodonticum,,2663009,,,,,,,,,,,Bacteria,Fusobacteria
4909,fva,Fusobacterium varium,5774.0,856,,,,,mesophilic,37.0,growth,,,,Bacteria,Fusobacteria
4910,ful,Fusobacterium ulcerans,5773.0,861,,,,,mesophilic,37.0,growth,Africa,,,Bacteria,Fusobacteria
4911,fmo,Fusobacterium mortiferum,5770.0,469616,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,,,Anaerobe,Bacteria,Fusobacteria
4912,fgo,Fusobacterium gonidiaformans,5769.0,469615,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,,,Anaerobe,Bacteria,Fusobacteria
4913,fnf,Fusobacterium necrophorum subsp. funduliforme,5776.0,143387,,,,,mesophilic,37.0,growth,Asia,,,Bacteria,Fusobacteria
4914,ipo,Ilyobacter polytropus,5777.0,572544,Anaerobe,Anaerobe,Anaerobe,Marine,mesophilic,30.0,growth,Europe,Environment,Anaerobe,Bacteria,Fusobacteria
4915,lba,Leptotrichia buccalis,17860.0,523794,Anaerobe,Anaerobe,Anaerobe,Human,mesophilic,37.0,growth,North America,Symbiont,Anaerobe,Bacteria,Fusobacteria
4916,leo,Leptotrichia sp. oral taxon 212,,712357,,,,,,,,,,,Bacteria,Fusobacteria
4917,lot,Leptotrichia sp. oral taxon 847,,1785996,,Anaerobe,Anaerobe,,,,,,,Anaerobe,Bacteria,Fusobacteria
4918,leq,Leptotrichia sp. oral taxon 498,,712368,,Anaerobe,Anaerobe,,,,,,,Anaerobe,Bacteria,Fusobacteria
4919,lhf,Leptotrichia hofstadii,17865.0,157688,,,,,mesophilic,37.0,optimum,Europe,,,Bacteria,Fusobacteria
4920,str,Sebaldella termitidis,17870.0,526218,Anaerobe,Anaerobe,Anaerobe,Host,mesophilic,37.0,growth,,Symbiont,Anaerobe,Bacteria,Fusobacteria
4921,smf,Streptobacillus moniliformis,17869.0,519441,Facultative,Facultative,Facultative,Host,mesophilic,37.0,growth,Europe,Symbiont,Facultative,Bacteria,Fusobacteria
4922,sns,Sneathia amnii,,187101,,Anaerobe,Anaerobe,,,,,,,Anaerobe,Bacteria,Fusobacteria
4923,tai,Thermanaerovibrio acidaminovorans,17780.0,525903,Obligate anaerobe,Obligate anaerobe,Obligate anaerobe,Other,thermophilic,55.0,growth,Europe,Mixed,,Bacteria,Synergistetes
4924,aco,Aminobacterium colombiense,17767.0,572547,Obligate anaerobe,Obligate anaerobe,Obligate anaerobe,Fresh water,mesophilic,37.0,growth,Middle and South America,Environment,,Bacteria,Synergistetes
4925,tli,Thermovirga lienii,17776.0,580340,,Obligate anaerobe,Obligate anaerobe,,thermophilic,58.0,optimum,Europe,,,Bacteria,Synergistetes
4926,amo,Acetomicrobium mobile,17777.0,891968,,Obligate anaerobe,Obligate anaerobe,,thermophilic,57.5,optimum,Middle and South America,,,Bacteria,Synergistetes
4927,sbr,Fretibacterium fastidiosum,23457.0,651822,,Anaerobe,Anaerobe,,mesophilic,37.0,optimum,Europe,,Anaerobe,Bacteria,Synergistetes
4928,cpor,Cloacibacillus porcorum,23440.0,1197717,,,,,mesophilic,39.0,optimum,North America,,,Bacteria,Synergistetes
4929,fsu,Fibrobacter succinogenes,140659.0,59374,Anaerobe,Anaerobe,Anaerobe,Host,,,,,Symbiont,Anaerobe,Bacteria,FCB group
4930,fsc,Fibrobacter succinogenes,140659.0,59374,Anaerobe,Anaerobe,Anaerobe,Host,,,,,Symbiont,Anaerobe,Bacteria,FCB group
4931,gau,Gemmatimonas aurantiaca,5788.0,379066,Aerobe,Aerobe,Aerobe,,mesophilic,30.0,growth,Asia,,Aerobe,Bacteria,FCB group
4932,gph,Gemmatimonas phototrophica,131394.0,1379270,,,,,,,,Asia,,,Bacteria,FCB group
4933,gba,Gemmatirosa kalamazoonesis,,861299,,,,,,,,,,,Bacteria,FCB group
4934,bth,Bacteroides thetaiotaomicron VPI-5482,1599.0,226186,Obligate anaerobe,Obligate anaerobe,Obligate anaerobe,Host,mesophilic,37.0,growth,,Symbiont,,Bacteria,FCB group
4935,btho,Bacteroides thetaiotaomicron 7330,1599.0,818,,Obligate anaerobe,Obligate anaerobe,,mesophilic,37.0,growth,,,,Bacteria,FCB group
4936,bfr,Bacteroides fragilis YCH46,1585.0,295405,Obligate anaerobe,Obligate anaerobe,Obligate anaerobe,Host,mesophilic,37.0,growth,Europe,Symbiont,,Bacteria,FCB group
4937,bfs,Bacteroides fragilis NCTC9343,1585.0,272559,Obligate anaerobe,Obligate anaerobe,Obligate anaerobe,Host,mesophilic,37.0,growth,Europe,Symbiont,,Bacteria,FCB group
4938,bfg,Bacteroides fragilis 638R,1585.0,862962,,Obligate anaerobe,Obligate anaerobe,,mesophilic,37.0,growth,Europe,,,Bacteria,FCB group
4939,bfb,Bacteroides fragilis BOB25,1585.0,817,,Obligate anaerobe,Obligate anaerobe,,mesophilic,37.0,growth,Europe,,,Bacteria,FCB group
4940,bvu,Bacteroides vulgatus,1601.0,435590,Anaerobe,Anaerobe,Anaerobe,Host,mesophilic,37.0,growth,,Symbiont,Anaerobe,Bacteria,FCB group
4941,bhl,Bacteroides helcogenes,1591.0,693979,Anaerobe,Anaerobe,Anaerobe,Host,mesophilic,37.0,growth,,Symbiont,Anaerobe,Bacteria,FCB group
4942,bsa,Bacteroides salanitronis,1615.0,667015,Anaerobe,Anaerobe,Anaerobe,Host,mesophilic,37.0,growth,Asia,Symbiont,Anaerobe,Bacteria,FCB group
4943,bxy,Bacteroides xylanisolvens,1626.0,657309,,Anaerobe,Anaerobe,,mesophilic,38.0,optimum,Europe,,Anaerobe,Bacteria,FCB group
4944,bdo,Bacteroides dorei HS1_L_1_B_010,1612.0,357276,,Anaerobe,Anaerobe,,mesophilic,37.0,optimum,Asia,,Anaerobe,Bacteria,FCB group
4945,bdh,Bacteroides dorei HS1_L_3_B_079,1612.0,357276,,Anaerobe,Anaerobe,,mesophilic,37.0,optimum,Asia,,Anaerobe,Bacteria,FCB group
4946,boa,Bacteroides ovatus,1592.0,28116,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,,,Anaerobe,Bacteria,FCB group
4947,bcel,Bacteroides cellulosilyticus,1623.0,246787,,,,,mesophilic,37.0,optimum,Europe,,,Bacteria,FCB group
4948,bcac,Bacteroides caccae,1617.0,47678,,,,,mesophilic,37.0,growth,North America,,,Bacteria,FCB group
4949,bcae,Bacteroides caecimuris,131518.0,1796613,,,,,,,,Europe,,,Bacteria,FCB group
4950,bzg,Bacteroides zoogleoformans,143590.0,28119,,,,,mesophilic,37.0,growth,North America,,,Bacteria,FCB group
4951,bhf,Bacteroides heparinolyticus,12552.0,28113,,,,,mesophilic,37.0,growth,,,,Bacteria,FCB group
4952,bis,Bacteroides intestinalis,1609.0,329854,,,,,mesophilic,37.0,optimum,Asia,,,Bacteria,FCB group
4953,pgi,Porphyromonas gingivalis W83,12506.0,242619,Anaerobe,Anaerobe,Anaerobe,Host,mesophilic,37.0,growth,,Symbiont,Anaerobe,Bacteria,FCB group
4954,pgn,Porphyromonas gingivalis ATCC 33277,12506.0,431947,Anaerobe,Anaerobe,Anaerobe,Host,mesophilic,37.0,growth,,Symbiont,Anaerobe,Bacteria,FCB group
4955,pgt,Porphyromonas gingivalis TDC60,12506.0,1030843,Anaerobe,Anaerobe,Anaerobe,Host,mesophilic,37.0,growth,,Symbiont,Anaerobe,Bacteria,FCB group
4956,pah,Porphyromonas asaccharolytica,12505.0,879243,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,,,Anaerobe,Bacteria,FCB group
4957,pcre,Porphyromonas crevioricanis,152858.0,393921,,,,,,,,,,,Bacteria,FCB group
4958,pbt,Fermentimonas caenicola,140144.0,1562970,,,,,mesophilic,38.5,optimum,Europe,,,Bacteria,FCB group
4959,pmuc,Petrimonas mucosa,132467.0,1642646,,Anaerobe,Anaerobe,,thermophilic,45.0,optimum,Europe,,Anaerobe,Bacteria,FCB group
4960,pet,Petrimonas sp. IBARAKI,,1978337,,,,,,,,,,,Bacteria,FCB group
4961,ppn,Paludibacter propionicigenes,12496.0,694427,Anaerobe,Anaerobe,Anaerobe,Soil,mesophilic,30.0,optimum,Asia,Environment,Anaerobe,Bacteria,FCB group
4962,pdi,Parabacteroides distasonis,12497.0,435591,Anaerobe,Anaerobe,Anaerobe,Host,mesophilic,37.0,growth,,Symbiont,Anaerobe,Bacteria,FCB group
4963,parc,Parabacteroides sp. CT06,,2025876,,,,,,,,,,,Bacteria,FCB group
4964,tfo,Tannerella forsythia,143693.0,203275,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,North America,,Anaerobe,Bacteria,FCB group
4965,toh,Tannerella sp. oral taxon HOT-286,,712710,,Anaerobe,Anaerobe,,,,,,,Anaerobe,Bacteria,FCB group
4966,pary,Muribaculum intestinale,131536.0,1796646,,,,,,,,Europe,,,Bacteria,FCB group
4967,dun,Duncaniella sp. B8,,2576606,,,,,,,,,,,Bacteria,FCB group
4968,bvs,Barnesiella viscericola,12518.0,880074,,Obligate anaerobe,Obligate anaerobe,,mesophilic,37.0,growth,Asia,,,Bacteria,FCB group
4969,psac,Proteiniphilum saccharofermentans,140143.0,1642647,,,,,mesophilic,37.5,optimum,Europe,,,Bacteria,FCB group
4970,osp,Odoribacter splanchnicus,12520.0,709991,Anaerobe,Anaerobe,Anaerobe,Host,mesophilic,37.0,growth,,Symbiont,Anaerobe,Bacteria,FCB group
4971,buy,Butyricimonas sp. H184,,2093856,,,,,,,,,,,Bacteria,FCB group
4972,aps,Candidatus Azobacteroides pseudotrichonymphae (Coptotermes formosanus),,511995,,,,Host,,,,,Symbiont,,Bacteria,FCB group
4973,pru,Prevotella ruminicola,,264731,Anaerobe,Anaerobe,Anaerobe,Host,,,,,Symbiont,Anaerobe,Bacteria,FCB group
4974,pmz,Prevotella melaninogenica,12534.0,553174,Anaerobe,Anaerobe,Anaerobe,Human,mesophilic,37.0,growth,,Symbiont,Anaerobe,Bacteria,FCB group
4975,pdn,Prevotella denticola,12529.0,767031,Anaerobe,Anaerobe,Anaerobe,Human,mesophilic,37.0,growth,,Symbiont,Anaerobe,Bacteria,FCB group
4976,pit,Prevotella intermedia,12531.0,246198,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,,,Anaerobe,Bacteria,FCB group
4977,pdt,Prevotella dentalis,139763.0,908937,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,Europe,,Anaerobe,Bacteria,FCB group
4978,pro,Prevotella sp. oral taxon 299,,575614,,Anaerobe,Anaerobe,,,,,,,Anaerobe,Bacteria,FCB group
4979,pfus,Prevotella fusca,12567.0,1236517,,,,,mesophilic,37.0,growth,Europe,,,Bacteria,FCB group
4980,peo,Prevotella enoeca,137073.0,76123,,,,,mesophilic,37.0,growth,North America,,,Bacteria,FCB group
4981,pje,Prevotella jejuni,24343.0,1177574,,Anaerobe,Anaerobe,,mesophilic,37.0,optimum,Europe,,Anaerobe,Bacteria,FCB group
4982,poc,Prevotella oris,12550.0,28135,,,,,mesophilic,37.0,growth,,,,Bacteria,FCB group
4984,afd,Alistipes finegoldii,14030.0,679935,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,Europe,,Anaerobe,Bacteria,FCB group
4985,ash,Alistipes shahii,14032.0,717959,,Anaerobe,Anaerobe,,mesophilic,37.0,optimum,North America,,Anaerobe,Bacteria,FCB group
4986,rbc,Mucinivorans hirudinis,130659.0,1433126,,,,,,,,North America,,,Bacteria,FCB group
4987,bacc,Bacteroidales bacterium CF,,1400053,,,,,,,,,,,Bacteria,FCB group
4988,dori,Draconibacterium orientale,24817.0,1168034,,Aerobe,Aerobe,,mesophilic,28.0,growth,Asia,,Aerobe,Bacteria,FCB group
4989,blq,Salinivirga cyanobacteriivorans,133066.0,1307839,,Anaerobe,Anaerobe,,mesophilic,35.0,growth,Australia and Oceania,,Anaerobe,Bacteria,FCB group
4990,asx,Alkalitalea saponilacus,17816.0,889453,,Anaerobe,Anaerobe,,mesophilic,36.0,optimum,North America,,Anaerobe,Bacteria,FCB group
4991,mbas,Labilibaculum antarcticum,,1717717,,,,,,,,,,,Bacteria,FCB group
4992,sru,Salinibacter ruber DSM 13855,17796.0,309807,Aerobe,Aerobe,Aerobe,Other,mesophilic,37.0,growth,Europe,Mixed,Aerobe,Bacteria,FCB group
4993,srm,Salinibacter ruber M8,17796.0,761659,,Aerobe,Aerobe,,mesophilic,37.0,growth,Europe,,Aerobe,Bacteria,FCB group
4994,rmr,Rhodothermus marinus DSM 4252,17792.0,518766,Aerobe,Aerobe,Aerobe,Marine,thermophilic,65.0,growth,Europe,Environment,Aerobe,Bacteria,FCB group
4995,rmg,Rhodothermus marinus SG0.5JP17-172,17792.0,762570,,Aerobe,Aerobe,,thermophilic,65.0,growth,Europe,,Aerobe,Bacteria,FCB group
4996,rbar,Rhodothermaceae bacterium RA,,1779382,,,,,,,,,,,Bacteria,FCB group
4997,cpi,Chitinophaga pinensis,17740.0,485918,Aerobe,Aerobe,Aerobe,,psychrophilic,24.0,optimum,Australia and Oceania,,Aerobe,Bacteria,FCB group
4998,cbae,Chitinophaga caeni,,2029983,,,,,,,,,,,Bacteria,FCB group
5000,nko,Niastella koreensis,17756.0,700598,,Aerobe,Aerobe,,mesophilic,33.5,optimum,Asia,,Aerobe,Bacteria,FCB group
5001,nso,Niabella soli,17759.0,929713,,Aerobe,Aerobe,,mesophilic,30.0,optimum,Asia,,Aerobe,Bacteria,FCB group
5002,nia,Niabella ginsenosidivorans,,1176587,,,,,,,,,,,Bacteria,FCB group
5003,fla,Flavisolibacter tropicus,140505.0,1492898,,,,,psychrophilic,25.0,optimum,Asia,,,Bacteria,FCB group
5004,fgg,Flavisolibacter ginsenosidimutans,131562.0,661481,,,,,,,,Asia,,,Bacteria,FCB group
5005,arb,Arachidicoccus sp. BS20,,1850526,,,,,,,,,,,Bacteria,FCB group
5006,ark,Arachidicoccus sp. KIS59-12,,2341117,,,,,,,,,,,Bacteria,FCB group
5007,agi,Arachidicoccus ginsenosidivorans,133396.0,496057,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,FCB group
5009,fln,Filimonas lacunae,17763.0,477680,,,,,mesophilic,29.0,optimum,Asia,,,Bacteria,FCB group
5010,pseg,Pseudoflavitalea sp. 5GH32-13,,2315862,,,,,,,,,,,Bacteria,FCB group
5011,pgin,Panacibacter ginsenosidivorans,132637.0,1813871,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,FCB group
5012,pgo,Pseudobacter ginsenosidimutans,132597.0,661488,,Aerobe,Aerobe,,mesophilic,30.0,optimum,Asia,,Aerobe,Bacteria,FCB group
5013,hhy,Haliscomenobacter hydrossis,14044.0,760192,,Aerobe,Aerobe,,mesophilic,26.0,growth,Europe,,Aerobe,Bacteria,FCB group
5014,sgn,Saprospira grandis,,984262,,Obligate aerobe,Obligate aerobe,,,,,,,,Bacteria,FCB group
5015,phe,Pedobacter heparinus,14092.0,485917,Aerobe,Aerobe,Aerobe,Soil,mesophilic,30.0,growth,,Environment,Aerobe,Bacteria,FCB group
5016,pep,Pedobacter sp. PACM 27299,,1727164,,,,,,,,,,,Bacteria,FCB group
5017,pcm,Pedobacter cryoconitis,14098.0,188932,,,,,psychrophilic,21.0,growth,Europe,,,Bacteria,FCB group
5018,psty,Pedobacter steynii,14109.0,430522,,,,,mesophilic,26.0,optimum,Europe,,,Bacteria,FCB group
5019,pgs,Pedobacter ginsengisoli,,363852,,,,,,,,,,,Bacteria,FCB group
5020,psn,Pseudopedobacter saltans,14095.0,762903,Aerobe,Aerobe,Aerobe,Soil,mesophilic,26.5,growth,Europe,Environment,Aerobe,Bacteria,FCB group
5021,shg,Sphingobacterium sp. 21,,743722,,,,,,,,,,,Bacteria,FCB group
5022,sht,Sphingobacterium sp. ML3W,,1538644,,,,,,,,,,,Bacteria,FCB group
5023,sphn,Sphingobacterium sp. B29,,1933220,,,,,,,,,,,Bacteria,FCB group
5024,smiz,Sphingobacterium mizutaii,14126.0,1010,,,,,mesophilic,26.5,growth,,,,Bacteria,FCB group
5025,spsc,Sphingobacterium psychroaquaticum,24551.0,561061,,Aerobe,Aerobe,,mesophilic,28.0,growth,North America,,Aerobe,Bacteria,FCB group
5026,sphz,Sphingobacterium sp. CZ-2,,2557994,,,,,,,,,,,Bacteria,FCB group
5027,scn,Solitalea canadensis,14139.0,929556,,Anaerobe,Anaerobe,,psychrophilic,25.0,growth,North America,,Anaerobe,Bacteria,FCB group
5028,mup,Mucilaginibacter sp. PAMC 26640,,1300914,,,,,,,,,,,Bacteria,FCB group
5029,muc,Mucilaginibacter sp. BJC16-A31,,1234841,,,,,,,,,,,Bacteria,FCB group
5030,mgot,Mucilaginibacter gotjawali,131323.0,1550579,,,,,,,,Asia,,,Bacteria,FCB group
5031,muh,Mucilaginibacter sp. HYN0043,,2305508,,,,,,,,,,,Bacteria,FCB group
5032,mgin,Mucilaginibacter ginsenosidivorans,,398053,,,,,,,,,,,Bacteria,FCB group
5034,agd,Anseongella ginsenosidimutans,130972.0,496056,,Aerobe,Aerobe,,mesophilic,30.0,optimum,Asia,,Aerobe,Bacteria,FCB group
5036,sbx,Sphingobacteriaceae bacterium GW460-11-11-14-LB5,,1986952,,,,,,,,,,,Bacteria,FCB group
5037,cmr,Cyclobacterium marinum,17717.0,880070,,,,,mesophilic,27.5,optimum,North America,,,Bacteria,FCB group
5038,camu,Cyclobacterium amurskyense,134150.0,320787,,,,,psychrophilic,22.0,optimum,,,,Bacteria,FCB group
5039,bbd,Belliella baltica,17716.0,866536,,,,,psychrophilic,25.0,optimum,,,,Bacteria,FCB group
5040,evi,Echinicola vietnamensis,17718.0,926556,,,,,mesophilic,31.5,optimum,Asia,,,Bacteria,FCB group
5041,est,Echinicola strongylocentroti,133368.0,1795355,,,,,psychrophilic,25.0,optimum,Asia,,,Bacteria,FCB group
5042,echi,Echinicola sp. LN3S3,,2591634,,,,,,,,,,,Bacteria,FCB group
5043,alm,Algoriphagus sp. M8-2,,1727163,,,,,,,,,,,Bacteria,FCB group
5044,chu,Cytophaga hutchinsonii,3767.0,269798,Aerobe,Aerobe,Aerobe,Fresh water-Soil,mesophilic,30.0,growth,,Environment,Aerobe,Bacteria,FCB group
5045,dfe,Dyadobacter fermentans,3776.0,471854,Aerobe,Aerobe,Aerobe,Host-Soil,mesophilic,29.0,growth,North America,Mixed,Aerobe,Bacteria,FCB group
5046,sli,Spirosoma linguale,3819.0,504472,Aerobe,Aerobe,Aerobe,Fresh water-Soil,mesophilic,26.0,growth,,Environment,Aerobe,Bacteria,FCB group
5047,srd,Spirosoma radiotolerans,,1379870,,,,,,,,,,,Bacteria,FCB group
5048,smon,Spirosoma montaniterrae,,1178516,,,,,,,,,,,Bacteria,FCB group
5049,spir,Spirosoma pollinicola,,2057025,,,,,,,,,,,Bacteria,FCB group
5050,spik,Spirosoma sp. KCTC 42546,,2520506,,,,,,,,,,,Bacteria,FCB group
5051,lby,Leadbetterella byssophila,3812.0,649349,Aerobe,Aerobe,Aerobe,,mesophilic,30.0,optimum,Asia,,Aerobe,Bacteria,FCB group
5052,rsi,Runella slithyformis,3815.0,761193,,Aerobe,Aerobe,,mesophilic,28.0,growth,North America,,Aerobe,Bacteria,FCB group
5053,run,Runella sp. HYN0085,,2259595,,,,,,,,,,,Bacteria,FCB group
5054,rup,Runella sp. SP2,,2268026,,,,,,,,,,,Bacteria,FCB group
5055,eol,Emticicia oligotrophica,3783.0,929562,,Aerobe,Aerobe,,mesophilic,37.0,optimum,Asia,,Aerobe,Bacteria,FCB group
5056,fae,Fibrella aestuarina,3835.0,1166018,,,,,mesophilic,27.5,optimum,Europe,,,Bacteria,FCB group
5057,fib,Fibrella sp. ES10-3-2-2,,1834519,,,,,,,,,,,Bacteria,FCB group
5058,psez,Pseudarcicella sp. HME7025,,2183547,,,,,,,,,,,Bacteria,FCB group
5059,als,Arcticibacterium luteifluviistationis,133367.0,1784714,,,,,psychrophilic,20.0,optimum,Europe,,,Bacteria,FCB group
5060,fli,Bernardetia litoralis,3791.0,880071,,Aerobe,Aerobe,,mesophilic,27.5,growth,North America,,Aerobe,Bacteria,FCB group
5061,hsw,Hymenobacter swuensis,,1227739,,,,,,,,,,,Bacteria,FCB group
5062,hym,Hymenobacter sp. APR13,,1356852,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,FCB group
5063,hyd,Hymenobacter sp. DG25B,,1385664,,,,,,,,,,,Bacteria,FCB group
5064,hye,Hymenobacter sp. DG25A,,1385663,,,,,,,,,,,Bacteria,FCB group
5065,hyg,Hymenobacter sedentarius,,1411621,,,,,,,,,,,Bacteria,FCB group
5066,hyp,Hymenobacter sp. PAMC 26554,,1484116,,,,,,,,,,,Bacteria,FCB group
5067,hyz,Hymenobacter sp. PAMC 26628,,1484118,,,,,,,,,,,Bacteria,FCB group
5068,hnv,Hymenobacter nivis,133201.0,1850093,,Aerobe,Aerobe,,psychrophilic,15.0,optimum,Australia and Oceania,,Aerobe,Bacteria,FCB group
5069,hyh,Hymenobacter sp. sh-6,,2319843,,,,,,,,,,,Bacteria,FCB group
5070,hyj,Hymenobacter sp. 17J68-5,,2502781,,,,,,,,,,,Bacteria,FCB group
5071,pko,Pontibacter korlensis,134343.0,400092,,Aerobe,Aerobe,,mesophilic,33.5,optimum,,,Aerobe,Bacteria,FCB group
5072,pact,Pontibacter actiniarum,3830.0,323450,,,,,mesophilic,28.0,growth,Asia,,,Bacteria,FCB group
5073,ruf,Rufibacter sp. DG31D,,1379910,,,,,,,,,,,Bacteria,FCB group
5074,rti,Rufibacter tibetensis,,512763,,,,,,,,,,,Bacteria,FCB group
5075,rud,Rufibacter sp. DG15C,,1379909,,,,,,,,,,,Bacteria,FCB group
5076,mtt,Marivirga tractuosa,5473.0,643867,Obligate aerobe,Obligate aerobe,Obligate aerobe,,psychrophilic,25.0,growth,Asia,,,Bacteria,FCB group
5077,flm,Flammeovirga sp. MY04,,1191459,,,,,,,,,,,Bacteria,FCB group
5078,fll,Flammeovirga sp. L12M1,,2494373,,,,,,,,,,,Bacteria,FCB group
5079,fpf,Fabibacter pacificus,131264.0,1267423,,Aerobe,Aerobe,,mesophilic,36.0,optimum,,,Aerobe,Bacteria,FCB group
5080,fbt,Flammeovirgaceae bacterium 311,,1257021,,,,,,,,,,,Bacteria,FCB group
5081,aas,Candidatus Amoebophilus asiaticus,,452471,,,,Host,,,,,Symbiont,,Bacteria,FCB group
5082,che,Cardinium endosymbiont cEper1 (Encarsia pergandiella),,1231626,,,,,,,,,,,Bacteria,FCB group
5083,cec,Cardinium endosymbiont of Sogatella furcifera,,650378,,,,,,,,,,,Bacteria,FCB group
5084,cher,Candidatus Cardinium hertigii,,247481,,,,,,,,,,,Bacteria,FCB group
5085,chk,Chryseolinea sp. KIS68-18,,2321403,,,,,,,,,,,Bacteria,FCB group
5086,gfo,Gramella forsetii,24046.0,411154,Aerobe,Aerobe,Aerobe,Marine,psychrophilic,23.5,optimum,Europe,Environment,Aerobe,Bacteria,FCB group
